Time,#Frame,Speed_X,Speed_Y,Speed_Z,Speed_Mag,Angular_Speed_X,Angular_Speed_Y,Angular_Speed_Z,Angular_Speed_Mag,Center_of_mass_X,Center_of_mass_Y,Center_of_mass_Z,
09-40-51-622, 3009, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-51-885, 3011, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-51-975, 3017, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-52-095, 3024, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-52-209, 3029, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-52-317, 3034, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-52-428, 3039, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-52-529, 3045, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-52-632, 3053, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-53-087, 3059, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-53-188, 3064, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-53-295, 3068, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-53-426, 3072, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-53-562, 3076, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-53-695, 3080, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-53-795, 3083, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-53-928, 3087, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-54-038, 3091, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-54-150, 3096, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-54-261, 3101, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-54-375, 3106, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-54-485, 3111, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-54-595, 3116, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-54-706, 3121, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-54-824, 3126, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-54-931, 3131, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-55-046, 3136, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-55-152, 3141, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-55-263, 3146, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
09-40-55-444, 3152, 0, -0.07999599, 0, 0.07999599,0, 0, 0, 0, 0, 0, 0
