Time,#Frame,Speed_X,Speed_Y,Speed_Z,Speed_Mag,Angular_Speed_X,Angular_Speed_Y,Angular_Speed_Z,Angular_Speed_Mag,Center_of_mass_X,Center_of_mass_Y,Center_of_mass_Z,
03-41-47-310, 5, -0.01696777, -0.3655496, -0.01574707, 0.3662818,-5.200344, -0.4071928, 0.2271176, 5.221204, 0, 0, 0
03-41-47-528, 23, -0.01416016, -0.3662305, -0.0177002, 0.3669313,-5.196077, -0.4072069, 0.2260443, 5.216908, 0, 0, 0
03-41-47-787, 45, -0.01318359, -0.3671842, -0.01721191, 0.3678237,-5.193735, -0.4086795, 0.2243426, 5.214617, 0, 0, 0
03-41-48-041, 67, -0.01574707, -0.3651514, -0.01513672, 0.3658041,-5.200879, -0.4075378, 0.2268092, 5.221749, 0, 0, 0
03-41-48-294, 89, -0.01611328, -0.364862, -0.0111084, 0.3653865,-5.200594, -0.4047651, 0.2288177, 5.221338, 0, 0, 0
03-41-48-561, 102, -0.01733398, -0.3562732, -0.01184082, 0.3568911,-5.228964, -0.4027626, 0.2309632, 5.249536, 0, 0, 0
03-41-48-817, 114, -0.01953125, -0.2037549, -0.0222168, 0.205891,-5.787786, -0.3578814, 0.2612518, 5.804722, 0, 0, 0
03-41-49-070, 137, -0.07495117, -0.1732235, -0.06030273, 0.1981426,0.3704979, -0.3699378, 0.2555687, 0.5826131, 0, 0, 0
03-41-49-335, 161, -0.09484863, -0.1702085, -0.07910156, 0.2102956,0.3737283, -0.3761515, 0.2532629, 0.5876265, 0, 0, 0
03-41-49-593, 184, -0.09863281, -0.1677554, -0.08544922, 0.2125367,0.3686923, -0.3710958, 0.2494407, 0.5795401, 0, 0, 0
03-41-49-847, 207, -0.1063232, -0.1689136, -0.08483887, 0.2168734,0.3678459, -0.3777501, 0.2570899, 0.5866012, 0, 0, 0
03-41-50-110, 230, -0.1054688, -0.1696227, -0.08239746, 0.2160668,0.3739254, -0.381705, 0.260511, 0.5944619, 0, 0, 0
03-41-50-384, 247, 0.6193848, -0.1726112, -1.253174, 1.408502,0.3888652, -0.3798842, 0.2608279, 0.6029588, 0, 0, 0
03-41-50-650, 259, 1.658447, -0.1733737, -3.121338, 3.538821,0.393188, -0.3752378, -6.021436, 6.045915, 0, 0, 0
03-41-50-894, 278, 1.658203, -0.1739473, -3.119263, 3.536905,0.3957883, -0.5278413, -6.019768, 6.055813, 0, 0, 0
03-41-51-143, 300, 1.659302, -0.175679, -3.118042, 3.536429,0.4010396, -0.7177925, -6.019814, 6.075707, 0, 0, 0
03-41-51-417, 317, 1.656616, -0.1762359, -3.116821, 3.534121,0.4032388, -0.9357246, -6.018501, 6.104141, 0, 0, 0
03-41-51-684, 329, 1.655884, -0.1765301, -3.115967, 3.533039,0.4075409, -1.147961, -6.016522, 6.138603, 0, 0, 0
03-41-51-927, 348, -9.916382, -3.173828, 5.197021, 11.63687,0.4089183, 0.9161213, -6.013779, 6.096887, 0, 0, 0
03-41-52-176, 369, -9.915771, -3.174116, 5.197388, 11.6366,0.4100032, 0.7199172, -6.012582, 6.069393, 0, 0, 0
03-41-52-451, 384, -9.915161, -3.174725, 5.198364, 11.63668,0.4116784, 0.5004185, -6.009645, 6.04448, 0, 0, 0
03-41-52-717, 396, -9.911621, -3.172949, 5.215576, 11.64088,0.3980281, 0.1941756, 0.2597423, 0.5134166, 0, 0, 0
03-41-52-957, 416, -9.936279, -3.16249, 5.305176, 11.6994,0.3068819, -0.5404025, 0.2501054, 0.6698986, 0, 0, 0
03-41-53-226, 434, -9.971558, -3.148418, 5.34375, 11.74309,0.2339859, -1.064614, -5.978444, 6.077002, 0, 0, 0
03-41-53-492, 446, -9.96936, -3.150882, 5.333618, 11.73728,0.2392424, -1.208779, -5.980909, 6.106525, 0, 0, 0
03-41-53-736, 464, -10.21021, -3.151847, 5.266968, 11.91316,0.2418731, 4.879766, -5.983459, 7.724791, 0, 0, 0
03-41-53-985, 486, -10.95032, -3.154551, 4.53125, 12.26348,0.2549705, 4.695111, -5.991497, 7.61624, 0, 0, 0
03-41-54-270, 505, -9.868164, -3.152106, 4.821899, 11.4266,0.283559, 4.9329, -6.000081, 7.772701, 0, 0, 0
03-41-54-536, 517, -7.847778, -3.154871, 3.929199, 9.326277,0.3019977, -0.496058, -6.000145, 6.028185, 0, 0, 0
03-41-54-781, 535, -6.605469, -3.15735, 2.407349, 7.706906,0.30623, -0.2769062, 0.249976, 0.4826405, 0, 0, 0
03-41-55-034, 557, -6.349243, -3.158984, 2.017456, 7.373073,0.3133976, -0.09408802, 0.2268172, 0.3981415, 0, 0, 0
03-41-55-315, 571, -6.35083, -3.159884, 2.020508, 7.37566,0.3200299, -0.08404044, 0.2340706, 0.4053036, 0, 0, 0
03-41-55-566, 583, -5.05542, -3.160873, 2.086914, 6.31693,0.3212603, -0.08559946, 0.2336029, 0.4063321, 0, 0, 0
03-41-55-818, 605, -3.0354, -3.160176, 2.260986, 4.930763,0.3191394, -0.08908314, 0.2372834, 0.4075404, 0, 0, 0
03-41-56-091, 627, -0.8664551, -3.160136, 2.482178, 4.110768,0.3179782, -0.09028848, 0.2347087, 0.4054014, 0, 0, 0
03-41-56-359, 639, -0.09558105, -3.159373, 2.059937, 3.772812,0.3152964, -0.08739016, 0.2351033, 0.4028926, 0, 0, 0
03-41-56-602, 653, 0.7183838, -3.159208, 0.2840576, 3.252285,0.3149364, -0.08628735, 0.2341925, 0.4018415, 0, 0, 0
03-41-56-860, 675, 1.450928, -3.173802, -1.298096, 3.72334,0.3850361, -0.08349822, 0.2368727, 0.4597102, 0, 0, 0
03-41-57-136, 689, 1.479614, -3.12118, -1.25293, 3.674351,0.3389757, -0.1133488, 0.2526296, 0.4376918, 0, 0, 0
03-41-57-400, 701, 1.547119, -3.013988, -1.175171, 3.585907,0.2002868, -0.133696, -6.012784, 6.017604, 0, 0, 0
03-41-57-648, 722, 1.634277, -2.965069, -1.114014, 3.5642,0.1296209, 0.005740177, 0.2548102, 0.2859419, 0, 0, 0
03-41-57-935, 739, 1.666138, -2.956944, -1.105835, 3.569651,0.158432, 1.060215, 0.1318984, 1.080071, 0, 0, 0
03-41-58-204, 751, 1.628296, -2.989487, -1.056519, 3.564353,0.2266078, 1.390781, 0.1575574, 1.417902, 0, 0, 0
03-41-58-443, 771, 1.577271, -3.017296, -1.067871, 3.568221,0.2993723, 1.763277, 0.1994878, 1.799601, 0, 0, 0
03-41-58-701, 792, 1.633911, -3.019619, -1.074463, 3.597532,0.3293883, 1.521353, 0.209929, 1.570695, 0, 0, 0
03-41-58-968, 805, 1.76355, -3.036977, -1.039673, 3.662548,0.3592317, 0.3093473, -5.994943, 6.013658, 0, 0, 0
03-41-59-232, 817, 1.724243, -3.109217, -1.036133, 3.703217,-5.756393, -0.3303732, -6.009404, 8.328154, 0, 0, 0
03-41-59-476, 834, 1.665527, -3.169466, -1.099365, 3.74541,-5.626572, -0.5106781, 0.2370922, 5.654672, 0, 0, 0
03-41-59-749, 851, 1.625122, -3.211802, -1.113159, 3.767733,-5.813397, -0.5330104, 0.2335646, 5.842451, 0, 0, 0
03-42-00-013, 863, 1.605103, -3.172251, -1.098877, 3.721164,0.1442341, -0.5644893, 0.2525156, 0.6349928, 0, 0, 0
03-42-00-258, 882, 1.593872, -3.140849, -1.102173, 3.690548,0.03396702, -0.5581672, -5.990457, 6.0165, 0, 0, 0
03-42-00-508, 904, 1.594971, -3.158926, -1.100952, 3.706055,0.19532, -0.4842606, -5.957409, 5.980249, 0, 0, 0
03-42-00-781, 921, 1.601074, -3.163013, -1.04834, 3.696905,0.1095172, -0.5472122, -5.969864, 5.995892, 0, 0, 0
03-42-01-047, 933, 1.642578, -3.146047, -1.038696, 3.697913,0.07127418, -0.4521658, -5.987697, 6.005168, 0, 0, 0
03-42-01-287, 952, 1.679199, -3.146433, -1.036255, 3.71397,0.06209746, -0.4320241, -5.998842, 6.014699, 0, 0, 0
03-42-01-541, 974, 1.69458, -3.190333, -0.9676514, 3.73981,0.1661104, -0.5804343, -5.898634, 5.92945, 0, 0, 0
03-42-01-813, 991, 1.674805, -3.236064, -0.8647461, 3.744979,0.2947331, -0.587244, -5.841984, 5.878818, 0, 0, 0
