Time,#Frame,HeadQRotationX,HeadQRotationY,HeadQRotationZ,HeadQRotationW,HeadEulX,HeadEulY,HeadEulZ,AspectRatio,CameraDepth,FOV,EyeConvergence,Velocity,
03-41-47-243, 3, 0.2491825, -0.5447113, -0.02435932, -0.8003778, 334.8229, 71.81776, 345.1153, 0.8998073, 0, 110.1915, 10, 83872.33
03-41-47-499, 21, -0.2824683, -0.3969161, 0.1465791, -0.8609204, 37.06528, 48.82502, 357.9781, 0.8998073, 0, 110.1915, 10, 0.03420885
03-41-47-758, 43, -0.2838331, -0.3959704, 0.1476757, -0.8607196, 37.26856, 48.69432, 357.8802, 0.8998073, 0, 110.1915, 10, 0.03280635
03-41-48-012, 65, -0.2807111, -0.3967869, 0.1457719, -0.8616915, 36.83076, 48.77131, 357.9626, 0.8998073, 0, 110.1915, 10, 0.01187182
03-41-48-263, 87, -0.2812179, -0.3974499, 0.145652, -0.8612408, 36.88218, 48.89197, 358.041, 0.8998073, 0, 110.1915, 10, 0.01230829
03-41-48-519, 100, -0.2769895, -0.3990539, 0.142359, -0.8624192, 36.25499, 49.0918, 358.2605, 0.8998073, 0, 110.1915, 10, 0.03839208
03-41-48-786, 112, -0.05546122, -0.4341385, 0.02647479, -0.8987474, 7.046724, 51.5676, 0.032757, 0.8998073, 0, 110.1915, 10, 0.8614504
03-41-49-045, 135, 0.0330043, -0.429566, -0.0125178, -0.9023454, 355.9678, 50.92569, 359.6689, 0.8998073, 0, 110.1915, 10, 0.1701518
03-41-49-307, 159, 0.02977186, -0.4271095, -0.00936729, -0.9036612, 356.4563, 50.61, 359.5119, 0.8998073, 0, 110.1915, 10, 0.1021542
03-41-49-563, 182, 0.03488649, -0.4293465, -0.009494456, -0.9024159, 355.9218, 50.91405, 359.2635, 0.8998073, 0, 110.1915, 10, 0.0430833
03-41-49-818, 205, 0.03343099, -0.426421, -0.0130855, -0.9038122, 355.8947, 50.52613, 359.7209, 0.8998073, 0, 110.1915, 10, 0.02499007
03-41-50-078, 228, 0.0304785, -0.4245809, -0.01353991, -0.9047756, 356.1784, 50.28083, 359.9207, 0.8998073, 0, 110.1915, 10, 0.02339435
03-41-50-339, 245, 0.02315855, -0.4252769, -0.01075855, -0.9047031, 357.0735, 50.35427, 359.9868, 0.8998073, 0, 110.1915, 10, 8.003118
03-41-50-607, 257, 0.02130804, -0.4272958, -0.009630393, -0.9038095, 357.3206, 50.60802, 359.954, 0.8998073, 0, 110.1915, 10, 7.997534
